"_federal_accountability_status"	overall_grade	additional_credit	environment_grade	peer_index_	overall_score	principal	progress_category_score	dbn	_progress_report_grade	school	environment_category_score	performance_category_score	progress_grade	district	progress_report_type	performance_grade	_quality_review_score	school_level_	_school_support_organization
In Need of Improvement - Year 1	A	2.5	B	2.18	64.5	Carol Wiggins	30.8	10X319		PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL	6.2	25	B	10	HS	A	Well Developed	Transfer School	ESO
In Good Standing	D	0	F	3.15	34.3	Sharon Freedman	15.4	10X324		BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING	3.3	15.6	D	10	ESMS	B	Proficient	Middle School	CUNY
In Good Standing	A	7.5	A	2.76	68	John Barnes	32.2	10X331	A	THE BRONX SCHOOL OF SCIENCE INQUIRY AND INVESTIGATION	11.3	17	B	10	ESMS	B	Well Developed	Middle School	ESO
In Good Standing	B	1.5	A	60.40	58.2	Deirdre Burke	26.9	10X340	B	P.S. 340	12.3	17.5	B	10	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	B	3	A	2.61	65.6	Karen Maldonado	42.4	10X342	B	INTERNATIONAL SCHOOL FOR LIBERAL ARTS	11.5	8.7	A	10	ESMS	F	Well Developed	Middle School	ESO
""				2.03		Karen Maldonado		10X342		INTERNATIONAL SCHOOL FOR LIBERAL ARTS				10	HS			High School	ESO
In Good Standing		6															Well Developed		
In Good Standing	B	0.75	A	60.61	51.4	Nancy Rodriguez-Lewis	28.9	10X360	A	P.S. 360	10.7	11	B	10	ESMS	C	Well Developed	Elementary School	ESO
In Good Standing	B	4.5	B	3.08	56.8	Rose Fairweather-Clunie	28.6	10X368	B	IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368)	9.3	14.4	B	10	ESMS	B	Well Developed	Middle School	ESO
In Good Standing	B	5	A	2.52	47.5	Rose Fairweather-Clunie	26.8	10X368	C	IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368)	9.5	6.2	B	10	HS	D	Well Developed	High School	ESO
""				2.86		Panorea Panagiosoulis		10X374		KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAP				10	HS			High School	Replications, Inc.
""		0																	
In Good Standing																			
Restructuring - Year 1	A	10.5	A	2.85	88.8	Robert Mercedes	48.9	10X390	A	M.S. 390	11.1	18.3	A	10	ESMS	A	Well Developed	Middle School	AED
Restructuring - Year 1	C	0.75	B	2.86	43.7	Pedro Santana	22.8	10X391	B	M.S. 391	8.3	11.8	C	10	ESMS	D	Proficient	Middle School	Fordham
In Good Standing	C	0	A	64.69	36.9	Lawrence Wright	17.8	10X396	D	P.S. 396	10.3	8.8	C	10	ESMS	C	Proficient	Elementary School	LLSO
Restructuring - Year 1	D	2.25	C	2.88	31	Angelo Ledda	13.6	10X399	C	M.S. 399	6.3	8.8	D	10	ESMS	F	Proficient	Middle School	AED
In Good Standing	B	3	B	2.02	52.5	Enrique Lizardi	28.8	10X412	C	BRONX HIGH SCHOOL OF BUSINESS	7.7	13	B	10	HS	B	Well Developed	High School	CUNY
In Good Standing	B	0	A	3.19	59.2	William Quintana	32.1	10X413	B	BRONX HIGH SCHOOL FOR MEDICAL SCIENCE	10.1	17	B	10	ESMS	B	Well Developed	Middle School	CUNY
In Good Standing	A	8	A	2.63	74.2	William Quintana	42.1	10X413	B	BRONX HIGH SCHOOL FOR MEDICAL SCIENCE	9.1	15	A	10	HS	B	Well Developed	High School	CUNY
In Good Standing	A	10	A	1.86	71.5	Nasib Hoxha	34.4	10X414	C	JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS	10.2	16.9	B	10	HS	A	Proficient	High School	CUNY
""						John Tornifolio		10X430		WALTON HIGH SCHOOL				10	HS			High School	LLSO
""		2																	
Restructuring - Year 4																			
In Good Standing	B	2	B	2.09	49.3	Maxine Johnson-Harris	26.8	10X433	B	HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS	6.6	13.9	B	10	HS	B	Proficient	High School	ESO
In Good Standing	A	3	B	1.92	70.2	Stephen Joseph Gumbs	42.7	10X434	C	BELMONT PREPARATORY HIGH SCHOOL	7.9	16.6	A	10	HS	A	Proficient	High School	LLSO
In Good Standing	B	4	C	1.93	58.1	Iris Blige	37.1	10X437	C	FORDHAM HIGH SCHOOL FOR THE ARTS	4.3	12.7	A	10	HS	B	Proficient	High School	LLSO
In Good Standing	C	1	B	1.96	39.7	Richard Bost	22	10X438	C	FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNOLOGY	7.3	9.4	C	10	HS	C	Proficient	High School	ESO
In Good Standing	B	0	B	1.97	44.1	Gail Joyner-White	25.4	10X439	D	BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE	8.6	10.1	B	10	HS	B	Well Developed	High School	New Visions
Planning for Restructuring	C	0	B	2.41	42.7	Geraldine Ambrosio	24.5	10X440	C	DEWITT CLINTON HIGH SCHOOL	8.3	9.9	C	10	HS	B	Well Developed	High School	ICI
In Good Standing	B	5	A	2.62	53.6	William Rodriguez, Ed.D.	28.6	10X442	B	CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE	9.5	10.5	B	10	HS	B	Well Developed	High School	New Visions
In Good Standing	A	2	B	3.92	73.9	Valerie Reidy	40.6	10X445	A	BRONX HIGH SCHOOL OF SCIENCE	8.2	23.1	A	10	HS	A	Well Developed	High School	ICI
Restructuring - Year 2	C	0	B	1.78	39.3	Anthony Rotunno	20.9	10X475	D	JOHN F. KENNEDY HIGH SCHOOL	6.9	11.5	C	10	HS	B	Well Developed	High School	LLSO
In Good Standing	A	12	A	2.61	97.5	Kirsten Larson	51.6	10X477	A	MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES	11.9	22	A	10	HS	A	Outstanding	High School	New Visions
In Corrective Action	A	8	A	2.50	73.7	Brenda Bravo	43.2	10X495	A	UNIVERSITY HEIGHTS SECONDARY SCHOOL AT BRONX COMMUNITY COLLEGE	10.1	12.4	A	10	HS	B	Well Developed	High School	ESO
In Good Standing	B	4	B	2.35	48.2	Deborah Effinger	29.2	10X546	B	BRONX THEATRE HIGH SCHOOL	5.7	9.3	B	10	HS	C	Well Developed	High School	New Visions
In Good Standing	A	4	B	1.85	67.6	Rolando Rivera	37.1	10X549	B	DISCOVERY HIGH SCHOOL	8.3	18.2	A	10	HS	A	Well Developed	High School	ESO
Planning for Restructuring	C	0	C	1.92	38.5	Craig Shapiro	24.7	10X660	C	GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL	5.5	8.3	B	10	HS	C	Proficient	High School	Fordham
In Good Standing	A	0	A	3.83	68.7	Mr. Alessandro Weiss	36	10X696	A	HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE	12.9	19.8	A	10	HS	A	Well Developed	High School	ICI
In Good Standing	A	2.25	B	51.62	63.9	John Morales	37.9	11X016	D	P.S. 016 WAKEFIELD	9	14.7	A	11	ESMS	B	Well Developed	Elementary School	ESO
In Good Standing	C	3	B	26.21	48.9	Michael L. Schurek	23.7	11X019	B	P.S. 019 JUDITH K. WEISS	7.9	14.3	C	11	ESMS	B	Well Developed	K-8	LLSO
In Good Standing	B	2.25	C	57.93	47.5	Joyce Coleman	26.1	11X021	B	P.S. 021 PHILLIP H. SHERIDAN	6.4	12.7	B	11	ESMS	B	Proficient	Elementary School	LLSO
In Good Standing	A	7.5	A	60.43	66.5	Erika Tobia	32.2	11X041	C	P.S. 041 GUN HILL ROAD	10.4	16.4	B	11	ESMS	A	Proficient	Elementary School	LLSO
In Good Standing	A	1.5	A	61.73	63.1	Cheryl Coles	34.3	11X068	C	P.S. 068 BRONX	10.3	17	A	11	ESMS	A	Well Developed	Elementary School	LLSO
In Good Standing	A	6.75	A	58.28	77.5	Louise  Sedotto	38.2	11X076	A	P.S. 076 THE BENNINGTON SCHOOL	10.4	22.1	A	11	ESMS	A	Outstanding	Elementary School	LLSO
In Good Standing	C	1.5	D	56.62	40.9	Claudina Skerritt	27	11X078	D	P.S. 078 ANNE HUTCHINSON	3.7	8.7	B	11	ESMS	C	Proficient	Elementary School	LLSO
In Good Standing	B	3	B	43.04	56.5	Benjamin Soccodato	30.1	11X083	B	P.S. 083 DONALD HERTZ	9	14.4	B	11	ESMS	B	Well Developed	K-8	CEI-PEA
In Good Standing	C	0.75	C	54.89	37.3	Helene Gaynor	18.6	11X087	B	P.S. 087 BRONX	5.1	12.8	C	11	ESMS	B	Proficient	Elementary School	ESO
In Corrective Action	C	2.25	C	52.88	48.7	Ronald Rivera	28.3	11X089	B	P.S. 089 BRONX	5.1	13	B	11	ESMS	C	Well Developed	K-8	CEI-PEA
In Need of Improvement - Year 1	A	12	B	51.55	84.9	Marta Garcia	46.9	11X096	C	P.S. 096 RICHARD RODGERS	8.1	17.9	A	11	ESMS	A	Well Developed	Elementary School	LLSO
In Need of Improvement - Year 1	C	0	C	45.24	36	Katheleen Bornkamp	18.3	11X097	B	P.S. 097 BRONX	5.8	11.9	C	11	ESMS	B	Proficient	Elementary School	LLSO
In Need of Improvement - Year 2	C	0	B	58.25	42.5	Alice Brown	22.4	11X103	C	P.S. 103 HECTOR FONTANEZ	8.7	11.4	C	11	ESMS	B	Well Developed	Elementary School	ESO
In Need of Improvement - Year 1	B	0.75	C	50.71	53.3	Mr. Christopher Eustace	33.4	11X105	C	P.S. 105 SEN ABRAHAM BERNSTEIN	4.9	14.2	A	11	ESMS	B	Well Developed	Elementary School	LLSO
In Need of Improvement - Year 1	B	1.5	B	51.08	58.4	Eugenia Montalvo	32.8	11X106	F	P.S. 106 PARKCHESTER	7.3	16.8	A	11	ESMS	A	Proficient	Elementary School	LLSO
In Good Standing	B	3	C	32.88	51.5	Charles Sperrazza	29.3	11X108	C	P.S. 108 PHILIP J. ABINANTI	6.3	12.9	B	11	ESMS	B	Proficient	Elementary School	LLSO
In Need of Improvement - Year 2	B	1.5	A	59.06	50.7	Julia Rivers-Jones	26.9	11X111	B	P.S. 111 SETON FALLS	9.2	13.1	B	11	ESMS	B	Well Developed	Elementary School	ESO
Restructuring - Year 4	A	9.75	C	62.00	75.3	Susan Barnes	44	11X112	B	P.S. 112 BRONXWOOD	6.4	15.1	A	11	ESMS	B	Proficient	Elementary School	LLSO
In Good Standing	B	4.5	A	50.97	57.7	Rachel Donnelly	26.6	11X121	C	P.S. 121 THROOP	9.6	17	B	11	ESMS	A	Well Developed	Elementary School	ESO
Restructuring - Year 4	A	8.25	B	3.08	68.8	Harry Sherman	38.9	11X127	D	J.H.S. 127 THE CASTLE HILL	7.5	14.1	A	11	ESMS	B	Well Developed	Middle School	LLSO
""						Angela Green		11X135		J.H.S. 135 FRANK D. WHALEN				11	ESMS			Middle School	LLSO
Restructuring - Year 4																			
Restructuring - Year 3	C	3	C	2.93	49.4	Casimiro Cibelli	26.2	11X142	C	J.H.S. 142 JOHN PHILIP SOUSA	5.7	14.5	B	11	ESMS	B	Proficient	Middle School	CEI-PEA
Restructuring - Year 2	B	1.5	C	3.00	52.2	Katina Lotakis	28.1	11X144	C	J.H.S. 144 MICHELANGELO	5.8	16.8	B	11	ESMS	B	Well Developed	Middle School	LLSO
Requiring Academic Progress - Year 3	B	0	A	46.58	51.5	Veronica Goka	24.9	11X153	C	P.S. 153 HELLEN KELLER	10	16.6	B	11	ESMS	A	Well Developed	Elementary School	LLSO
In Good Standing	A	0	B	51.26	69	Lori Baker	43	11X160	B	P.S. 160 WALT DISNEY	8.6	17.4	A	11	ESMS	A	Well Developed	Elementary School	LLSO
In Good Standing	C	0	B	23.92	47.5	Amy Lipson	24.4	11X175	B	P.S. 175 CITY ISLAND	9.1	14	C	11	ESMS	B	Well Developed	K-8	ESO
In Good Standing	A	5.25	B	52.22	64.8	Evelyn Fulton	38.2	11X178	C	P.S. 178 - DR. SELMAN WAXMAN	7.4	13.9	A	11	ESMS	B	Well Developed	Elementary School	CEI-PEA
In Good Standing	B	5.25	B	3.18	58.5	Frank Uzzo	31.7	11X180	B	I.S. 180 DANIEL HALE WILLIAMS	8	13.5	B	11	ESMS	C	Well Developed	Middle School	LLSO
Requiring Academic Progress - Year 4	B	1.5	B	3.13	62	Christopher Warnock	35.8	11X181	B	I.S. 181 PABLO CASALS	8.9	15.8	A	11	ESMS	B	Well Developed	Middle School	LLSO
""				57.23		Malissa Mootoo		11X189		CORNERSTONE ACADEMY FOR SOCIAL ACTION				11	ESMS			Elementary School	LLSO
In Good Standing																			
In Good Standing	B	0.75	B	53.91	54.7	Elmer Myers	27.5	11X194	C	PS/MS  194	10	16.4	B	11	ESMS	B	Well Developed	K-8	LLSO
In Good Standing	A	6	A	2.31	71.8	Miriam   Rivas	34.9	11X249		BRONX HEALTH SCIENCES HIGH SCHOOL	9.9	21	A	11	HS	A	Proficient	High School	ESO
In Good Standing	B	1	A	2.17	49.1	Steven Chernigoff	28.4	11X253		BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS	9	10.7	B	11	HS	B	Proficient	High School	LLSO
In Good Standing	A	9	A	2.37	77.9	Marc Sternberg	34.7	11X265		BRONX LAB SCHOOL	12	22.2	A	11	HS	A	Well Developed	High School	ESO
In Good Standing	D	0.75	B	3.04	35.1	Barbara Hartnett	15.7	11X272	B	GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH	7.2	11.4	D	11	ESMS	D	Well Developed	Middle School	LLSO
In Good Standing	A	9	A	2.32	81.5	Bruce Abramowitz	37.1	11X275		HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY	10.4	25	A	11	HS	A	Proficient	High School	LLSO
In Good Standing	C	0	C	3.01	39	Adrienne Phifer	20.5	11X287	C	THE FORWARD SCHOOL	6	12.5	C	11	ESMS	C	Proficient	Middle School	CUNY
In Good Standing	B	2	B	2.66	58	Estelle Hans	30.4	11X288	A	COLLEGIATE INSTITUTE FOR MATH AND SCIENCE	7.4	18.2	B	11	HS	A	Well Developed	High School	New Visions
In Good Standing	D	0.75	C	3.08	33.6	Vaughn Thompson	16.4	11X289	C	THE YOUNG SCHOLARS ACADEMY OF THE BRONX	5.8	10.6	D	11	ESMS	D	Proficient	Middle School	LLSO
In Good Standing	A	7	A	2.11	70.5	Marvia Lindsay	37.1	11X290	A	BRONX ACADEMY OF HEALTH CAREERS	9.5	16.9	A	11	HS	A	Proficient	High School	New Visions
In Good Standing	B	4	A	2.13	61.6	Rose C. Lobianco	28.3	11X299	A	ASTOR COLLEGIATE ACADEMY	9.9	19.4	B	11	HS	A	Proficient	High School	LLSO
In Good Standing	B	2.25	D	3.18	51.1	Steven Cobb	30.3	11X322		ASPIRE PREPARATORY SCHOOL	4.6	13.9	B	11	ESMS	B	Proficient	Middle School	LLSO
In Good Standing	C	0	D	3.09	46.9	Emily Becker	28.9	11X326		BRONX GREEN MIDDLE SCHOOL	4.1	13.9	B	11	ESMS	B	Proficient	Middle School	ESO
""				2.92		John Scalice		11X370		SCHOOL OF DIPLOMACY				11	ESMS			Middle School	LLSO
In Good Standing																			
""				3.13		Mark Ossenheimer		11X372		URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION				11	ESMS			Middle School	ESO
In Good Standing																			
Restructuring - Year 1	C	0	B	1.74	34.6	Lisa Fuentes	19	11X415	C	CHRISTOPHER COLUMBUS HIGH SCHOOL	5.8	9.8	C	11	HS	C	Proficient	High School	New Visions
In Good Standing	B	4	B	2.01	62.3	George York	30.3	11X418	B	BRONX HIGH SCHOOL FOR THE VISUAL ARTS	8.9	19.1	B	11	HS	A	Well Developed	High School	LLSO
""						Monica Urena		11X425		EVANDER CHILDS HIGH SCHOOL				11	HS			High School	New Visions
""		0																	
Restructuring - Year 1																			
Requiring Academic Progress - Year 4	B	2	B	1.81	60.8	Sana Nasser	35.1	11X455	B	HARRY S. TRUMAN HIGH SCHOOL	8.1	15.6	A	11	HS	B	Well Developed	High School	CEI-PEA
In Good Standing	A	4	A	1.95	97	Fausto Salazar	54.1	11X513		NEW WORLD HIGH SCHOOL	13.9	25	A	11	HS	A	Well Developed	High School	Fordham
In Good Standing	B	6	A	1.98	60.7	Janet Gallardo	23.4	11X514		SPORTS PROFESSIONS HIGH SCHOOL	10.4	20.9	C	11	HS	A	Well Developed	High School	LLSO
In Good Standing	C	2	B	2.01	43	Rick Levine	24.7	11X541	B	GLOBAL ENTERPRISE HIGH SCHOOL	6.8	9.5	B	11	HS	C	Underdeveloped with Proficient Features	High School	New Visions
In Good Standing	B	4	B	2.71	63.4	Jane Aronoff	33.4	11X542	B	PELHAM PREPARATORY ACADEMY	8.2	17.8	B	11	HS	A	Well Developed	High School	LLSO
In Good Standing	A	10	A	2.07	99.1	Francisco Sanchez	50.9	11X544	A	HIGH SCHOOL FOR CONTEMPORARY ARTS	13.2	25	A	11	HS	A	Well Developed	High School	New Visions
In Good Standing	A	14	B	2.21	92.5	Barbara Kirkweg	45.7	11X545	A	BRONX AEROSPACE HIGH SCHOOL	7.8	25	A	11	HS	A	Well Developed	High School	ESO
Restructuring - Year 4	B	6	C	62.19	51.1	Angel Villarreal	28.6	12X006	B	P.S. 006 WEST FARMS	5.1	11.4	B	12	ESMS	B	Proficient	Elementary School	LLSO
In Good Standing	B	1.5	B	62.00	47.4	Mildred Jones	27.8	12X044	D	P.S. 044 DAVID C. FARRAGUT	7.7	10.4	B	12	ESMS	C	Well Developed	Elementary School	ESO
In Good Standing	B	3	A	57.63	56.2	Thomas Guarnieri	27.1	12X047	D	P.S. 047 JOHN RANDOLPH	12.2	13.9	B	12	ESMS	B	Well Developed	Elementary School	LLSO
In Corrective Action	B	5.25	F	67.56	58.8	Francesco Cruz	37.4	12X050	F	P.S. 050 CLARA BARTON	2.8	13.3	A	12	ESMS	B	Proficient	Elementary School	LLSO
Requiring Academic Progress - Year 6	B	3.75	B	63.85	52.2	Edsel Philip	27.6	12X057	C	P.S. 057 CRESCENT	7.6	13.2	B	12	ESMS	B	Well Developed	Elementary School	LLSO
In Need of Improvement - Year 1	A	0.75	A	63.51	69.8	Patricia Quigley	42.6	12X061	B	P.S. 061 FRANCISCO OLLER	11.2	15.2	A	12	ESMS	B	Proficient	Elementary School	ESO
Restructuring - Year 2	B	0	A	65.59	49.2	Tom Degrazia	25.5	12X066	D	P.S. 066 SCHOOL OF HIGHER EXPECTATIONS	10.8	12.9	B	12	ESMS	B	Well Developed	Elementary School	LLSO
In Good Standing	C	3	D	64.21	44.3	Emily Grimball	24.9	12X067	C	P.S. 067 MOHEGAN SCHOOL	3.5	12.9	B	12	ESMS	B	Well Developed	Elementary School	CLSO
In Good Standing	F	0	F	65.34	22.2	Anthony Wilcox Warn	11.9	12X092	A	P.S. 092 BRONX	2.5	7.8	D	12	ESMS	C	Well Developed	Elementary School	LLSO
Restructuring - Year 3	A	6.75	C	2.88	68.1	Claralee Irobunda	38	12X098	A	J.H.S. 098 HERMAN RIDDER	5.8	17.5	A	12	ESMS	B	Well Developed	Middle School	LLSO
Restructuring - Year 4	B	0.75	F	61.33	47.1	Tanyua Trezevantte	32.5	12X102	D	P.S. 102 JOSEPH O. LORETAN	1.9	11.9	B	12	ESMS	B	Proficient	Elementary School	LLSO
Restructuring - Year 1	A	6.75	B	2.85	80.2	Yvette Beasley	45.4	12X129	C	P.S. 129 TWIN PARKS UPPER	9.4	18.6	A	12	ESMS	A	Well Developed	Middle School	CEI-PEA
In Good Standing	C	0	C	65.71	36.8	Kenneth Thomas	18.2	12X134	C	P.S. 134 GEORGE F. BRISTOW	5.6	13	C	12	ESMS	B	Proficient	Elementary School	LLSO
Restructuring - Year 2	A	3.75	A	65.24	69.6	Edwin Irizarry	38.8	12X150	B	P.S. 150 CHARLES JAMES FOX	9.4	17.6	A	12	ESMS	A	Well Developed	Elementary School	LLSO
In Good Standing	A	12	A	2.87	81.8	Diana Jade Santiago	41.3	12X190	A	I.S. 190	10.1	18.4	A	12	ESMS	A	Proficient	Middle School	LLSO
In Corrective Action	B	2.25	B	61.72	46.6	Andrew Kavanagh	25.4	12X195	C	P.S. 195	6.5	12.4	B	12	ESMS	B	Proficient	Elementary School	LLSO
In Good Standing	C	0	A	61.74	44.9	Lizzette Rivera	17.2	12X196	B	P.S. 196	9.6	18.1	C	12	ESMS	A	Well Developed	Elementary School	LLSO
Restructuring - Year 3	F	0	D	69.05	26.4	Judy Hunt-Hutchings	11.7	12X198	C	P.S. 198	4.4	10.3	D	12	ESMS	C	Well Developed	Elementary School	CLSO
Restructuring - Year 3	A	7.5	B	69.12	73	Betty Gonzalez-Soto	42.4	12X211	C	P.S. 211	8.4	14.7	A	12	ESMS	B	Well Developed	K-8	LLSO
In Good Standing	C	1.5	C	63.01	38.8	Yohan Lim	23.3	12X212	B	P.S. 212	5.5	8.5	C	12	ESMS	D	Proficient	K-8	ESO
In Good Standing	B	2.25	B	58.89	59	Joy Daley	33.7	12X214	B	P.S. 214	9.8	13.2	B	12	ESMS	C	Proficient	K-8	LLSO
""						Domingo Martinez		12X216		BUSINESS SCHOOL FOR ENTREPRENEURIAL STUDIES				12	ESMS			Middle School	LLSO
In Corrective Action									D								Underdeveloped with Proficient Features		
In Corrective Action	B	2.25	B	2.90	54.5	Marvin Reid	30.7	12X217	A	SCHOOL OF PERFORMING ARTS	8.2	13.3	B	12	ESMS	C	Proficient	Middle School	LLSO
In Good Standing	A	7.5	A	3.10	73.1	Peter Oroszlany	33.2	12X242	A	MOTT HALL V	12.9	19.5	B	12	ESMS	A	Well Developed	Middle School	LLSO
In Good Standing	C	1.5	C	2.81	41.9	Daisy Fontanez	23.5	12X245	D	NEW DAY ACADEMY	5.8	11.1	C	12	ESMS	D	Proficient	Middle School	ESO
""				1.87		Daisy Fontanez		12X245		NEW DAY ACADEMY				12	HS			High School	ESO
In Good Standing		0															Proficient		
""				2.05		Carla Theodorou		12X248		METROPOLITAN HIGH SCHOOL, THE				12	HS			High School	ESO
In Good Standing		11															Well Developed		
In Good Standing	C	0	B	2.04	36.3	Mark E. Sweeting	19.7	12X262		BRONX HIGH SCHOOL FOR PERFORMANCE AND STAGECRAFT	8.7	7.9	C	12	HS	C	Proficient	High School	LLSO
In Good Standing	A	10.5	A	2.89	71.1	Leticia Pineiro	30.1	12X267	A	BRONX LATIN	10.6	19.9	B	12	ESMS	A	Well Developed	Middle School	New Visions
""				2.41		Leticia Pineiro		12X267		BRONX LATIN				12	HS			High School	New Visions
In Good Standing		0															Well Developed		
In Good Standing	A	3.75	A	2.97	71.8	David Vazquez	38.5	12X269	B	BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS	10.5	19	A	12	ESMS	A	Well Developed	Middle School	ESO
In Good Standing	D	3	C	2.95	30.1	Zenobia White	9	12X270	C	ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL	6	12.1	D	12	ESMS	C	Proficient	Middle School	ESO
""				2.19		Zenobia White		12X270		ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL				12	HS			High School	ESO
In Good Standing		1															Proficient		
In Good Standing	B	3.75	B	2.91	59.8	Sarah Scrogin	33.7	12X271	D	EAST BRONX ACADEMY FOR THE FUTURE	7.4	14.9	B	12	ESMS	B	Well Developed	Middle School	ESO
In Good Standing	B	2	B	1.97	53.3	Sarah Scrogin	28.7	12X271		EAST BRONX ACADEMY FOR THE FUTURE	8.3	14.3	B	12	HS	B	Well Developed	High School	ESO
In Good Standing	A	10.5	A	3.05	83.1	Deborah Cimini	42.5	12X273	A	FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL	10.9	19.2	A	12	ESMS	A	Proficient	Middle School	ESO
In Good Standing	B	1.5	B	2.88	53.3	Lorraine Chanon	30.7	12X286	F	FANNIE LOU HAMER MIDDLE SCHOOL	7.4	13.7	B	12	ESMS	C	Well Developed	Middle School	ESO
In Good Standing	B	6	A	1.77	63.8	Charles Osewalt	31.1	12X297	B	MORRIS ACADEMY FOR COLLABORATIVE STUDIES	10.5	16.2	B	12	HS	A	Proficient	High School	ESO
In Good Standing	B	5.25	D	55.35	55.1	Venessa Singleton	38.8	12X300	C	THE SCHOOL OF SCIENCE AND APPLIED LEARNING	4.3	6.7	A	12	ESMS	D	Well Developed	Elementary School	LLSO
In Good Standing	A	4.5	A	3.16	68.3	Elisa Alvarez	35.2	12X316	C	KAPPA III	10.7	17.9	B	12	ESMS	A	Well Developed	Middle School	LLSO
Planning for Restructuring	C	0.75	D	2.91	44.6	Maria Lopez	25.7	12X318	D	I.S. X318 MATH SCIENCE & TECHNOLOGY THROUGH ARTS	4.1	14	C	12	ESMS	B	Well Developed	Middle School	Fordham
In Good Standing	D	1.5	C	2.91	33.9	Adrian Manuel	14.6	12X341	B	ACCION ACADEMY	5.3	12.5	D	12	ESMS	C	Proficient	Middle School	ESO
In Good Standing	A	7	A	1.86	83.4	Joaquin Vega	48.1	12X403	A	BRONX INTERNATIONAL HIGH SCHOOL	12.2	16.1	A	12	HS	B	Well Developed	High School	ESO
In Good Standing	B	5	B	2.03	60.4	Wade Fuller	32.2	12X404	A	SCHOOL FOR EXCELLENCE	6.4	16.8	B	12	HS	A	Well Developed	High School	ESO
In Corrective Action	C	1.3	B	2.16	39.9	Colin Thomas	19.2	12X480	C	BRONX REGIONAL HIGH SCHOOL	8	11.4	D	12	HS	B	Proficient	Transfer School	ESO
In Good Standing	A	7	B	2.13	64.9	Elyse Doti	31.9	12X527	B	BRONX LEADERSHIP ACADEMY II HIGH SCHOOL	7.4	18.6	B	12	HS	A	Proficient	High School	New Visions
In Good Standing	A	9	A	1.95	89.4	Tanya John	51.7	12X543	A	HIGH SCHOOL FOR VIOLIN AND DANCE	9.9	18.8	A	12	HS	A	Well Developed	High School	ESO
Planning for Restructuring	B	0	A	2.08	63.6	Ramon Namnum	34.6	12X550	B	HIGH SCHOOL OF WORLD CULTURES	10.4	18.6	B	12	HS	A	Well Developed	High School	Replications, Inc.
""						Gloria Mcduffie		12X680		BRONX COALITION COMMUNITY HIGH SCHOOL				12	HS			High School	CEI-PEA
In Good Standing		0							D										
In Good Standing	A	13	A	1.79	90.7	Nancy Mann	50.2	12X682	B	FANNIE LOU HAMER FREEDOM HIGH SCHOOL	11.9	15.6	A	12	HS	B	Well Developed	High School	ESO
In Good Standing	A	5	B	2.04	64.2	Wayne Cox	34.4	12X684	B	WINGS ACADEMY	8.7	16.1	B	12	HS	B	Well Developed	High School	LLSO
In Good Standing	C	2	C	2.02	36.8	Kabeya Mbuyi	20.6	12X690	C	MONROE ACADEMY FOR BUSINESS/LAW	5.4	8.8	C	12	HS	C	Proficient	High School	CLSO
In Good Standing	A	0	B	52.86	83.1	Janice Gordon	58.1	12X691	A	BRONX LITTLE SCHOOL	7.5	17.5	A	12	ESMS	A	Proficient	Elementary School	CEI-PEA
In Good Standing	C	2	C	1.78	42.2	Richard J. Massel	23.9	12X692	C	MONROE ACADEMY FOR VISUAL ARTS & DESIGN	5.5	10.8	C	12	HS	B	Proficient	High School	Replications, Inc.
In Good Standing	A	3.75	C	49.86	66.1	Kristina Beecher	42.1	13K003	C	P.S. 003 THE BEDFORD VILLAGE	6.2	14	A	13	ESMS	B	Proficient	Elementary School	CLSO
In Good Standing	F	0	B	30.33	13.9	Seth Phillips	0	13K008	C	P.S. 008 ROBERT FULTON	7.3	6.6	F	13	ESMS	D	Proficient	Elementary School	CLSO
In Good Standing	C	0	B	54.61	45.2	Sandra D'Avilar	17.9	13K009	B	P.S. 009 TEUNIS G. BERGEN	8.9	18.4	C	13	ESMS	A	Well Developed	Elementary School	CLSO
